date,company,symbol,open,high,low,close,rsi,macd,macd_signal,macd_histogram,ema_20,ema_50,ema_200,atr,atr_pct,volume_ratio,trend_score,price_vs_ema20,nifty_trend,banknifty_trend,sensex_trend,sentiment_score,impact_score,relevance_score,news_count,dominant_event,trigger_count,target
2021-01-31,tata,TMPV.NS,268.17,273.87,255.99,258.05,64.71,23.0744,22.7161,0.3583,240.95,206.86,140.6,14.72,5.7061,0.8901,5,17.1,Bearish,Bearish,Bearish,0.1,0.3,0.4,0,None,0,1
2021-02-01,tata,TMPV.NS,264.98,277.01,250.83,274.65,70.05,22.9301,22.7589,0.1712,244.16,209.52,141.94,15.54,5.6591,1.0197,5,30.49,Neutral,Bullish,Neutral,0.03,0.09,0.12,0,None,0,0
2021-02-02,tata,TMPV.NS,288.41,323.03,285.26,316.3,78.73,25.8783,23.3828,2.4955,251.03,213.7,143.67,17.89,5.6554,1.4661,5,65.27,Bullish,Bullish,Bullish,0.009,0.027,0.036,0,None,0,0
2021-02-03,tata,TMPV.NS,333.2,335.85,320.43,325.15,80.05,28.5984,24.4259,4.1725,258.09,218.07,145.48,18.01,5.5381,1.2505,5,67.06,Bullish,Bullish,Bullish,0.0027,0.0081,0.0108,0,None,0,0
2021-02-04,tata,TMPV.NS,323.18,328.58,316.75,320.38,77.26,30.0236,25.5454,4.4782,264.02,222.09,147.22,17.57,5.4829,0.6667,5,56.36,Bullish,Bullish,Bullish,0.0008,0.0024,0.0032,0,None,0,1
2021-02-07,tata,TMPV.NS,321.81,324.16,307.07,310.31,71.59,29.9949,26.4353,3.5596,268.43,225.55,148.84,17.53,5.6499,0.5643,5,41.88,Bullish,Bullish,Bullish,0.6,0.7,0.9,10,Product,0,0
2021-02-08,tata,TMPV.NS,313.11,333.25,312.38,330.01,75.4,31.2017,27.3886,3.8131,274.3,229.64,150.64,17.92,5.4297,0.5496,5,55.71,Bullish,Bullish,Bullish,0.3,0.35,0.45,0,None,0,0
2021-02-09,tata,TMPV.NS,331.04,332.51,316.5,319.3,69.91,30.9375,28.0984,2.8391,278.58,233.16,152.32,17.78,5.5691,0.5823,5,40.72,Bullish,Bullish,Bullish,0.09,0.105,0.135,0,None,0,0
2021-02-10,tata,TMPV.NS,320.23,326.77,313.85,323.08,70.72,30.6796,28.6146,2.065,282.82,236.69,154.02,17.43,5.3964,0.5592,5,40.26,Bullish,Bullish,Bullish,0.027,0.0315,0.0405,0,None,0,0
2021-02-11,tata,TMPV.NS,320.68,325.49,317.68,319.25,68.71,29.8224,28.8562,0.9662,286.29,239.92,155.67,16.75,5.2458,0.3418,5,32.96,Bullish,Bullish,Bullish,0.0081,0.0095,0.0121,0,None,0,0
2021-02-14,tata,TMPV.NS,320.63,324.65,315.57,319.64,68.81,28.8422,28.8534,-0.0112,289.47,243.05,157.3,16.2,5.0681,0.3992,3,30.18,Bullish,Bullish,Bullish,0.0024,0.0028,0.0036,0,None,0,0
2021-02-15,tata,TMPV.NS,324.07,329.86,318.27,327.45,70.77,28.3686,28.7564,-0.3879,293.08,246.36,158.99,15.87,4.8467,0.5177,3,34.37,Bullish,Bullish,Bullish,0.8,0.9,0.95,10,Acquisition,0,0
2021-02-16,tata,TMPV.NS,329.52,331.92,321.71,323.38,68.35,27.349,28.4749,-1.126,295.97,249.38,160.63,15.47,4.7829,0.4498,3,27.41,Bullish,Bullish,Bullish,0.56,0.63,0.665,0,None,0,0
2021-02-17,tata,TMPV.NS,321.12,328.34,319.69,324.31,68.61,26.3129,28.0425,-1.7296,298.67,252.32,162.25,14.98,4.6189,0.3663,3,25.64,Bullish,Bullish,Bullish,0.28,0.315,0.3325,0,None,0,0
2021-02-18,tata,TMPV.NS,325.64,325.88,315.42,318.12,64.75,24.7077,27.3756,-2.6679,300.52,254.9,163.81,14.66,4.6073,0.3656,3,17.6,Bullish,Bullish,Bullish,0.8,0.7,0.9,10,Acquisition,0,0
2021-02-21,tata,TMPV.NS,316.26,316.26,296.07,306.33,58.04,22.2281,26.3461,-4.118,301.07,256.92,165.22,15.19,4.957,0.6453,3,5.26,Bullish,Bullish,Bullish,0.8,0.6,0.9,10,Product,0,1
2021-02-22,tata,TMPV.NS,306.92,308.35,296.81,299.11,54.33,19.4561,24.9681,-5.5119,300.89,258.57,166.56,14.92,4.9897,0.5177,0,-1.77,Neutral,Bullish,Neutral,0.4,0.3,0.45,0,None,0,0
2021-02-23,tata,TMPV.NS,303.04,323.08,303.04,318.27,61.39,18.5907,23.6926,-5.1019,302.54,260.91,168.07,15.57,4.8924,1.2126,3,15.73,Neutral,Bullish,Neutral,0.12,0.09,0.135,0,None,0,0
